,ID,Case Number,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District,Community Area,Year
141264,12817323,JF384089,09/05/2022 03:00:00 PM,059XX S ST LOUIS AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SIDEWALK,False,False,8,Chicago Lawn,2022
141266,12683051,JF222625,04/28/2022 01:00:00 AM,028XX W MONROE ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,11,East Garfield Park,2022
141271,12705410,JF249966,05/20/2022 06:00:00 AM,067XX S SOUTH SHORE DR,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,3,South Shore,2022
141275,12747572,JF300982,07/01/2022 08:36:00 AM,047XX W DIVERSEY AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,False,25,Belmont Cragin,2022
141276,12741896,JF293547,06/25/2022 12:30:00 AM,067XX N OLMSTED AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,BAR OR TAVERN,False,True,16,Edison Park,2022
141332,12704698,JF249283,05/20/2022 12:00:00 PM,003XX W 105TH PL,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,5,Roseland,2022
141338,12725997,JF275012,06/10/2022 08:20:00 PM,061XX W WARWICK AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,16,Dunning,2022
141363,12670534,JF175607,03/16/2022 10:16:00 AM,013XX W 79TH ST,OTHER OFFENSE,LICENSE VIOLATION,CONVENIENCE STORE,True,False,6,Auburn Gresham,2022
141392,12647184,JF179634,03/19/2022 05:52:00 PM,065XX S EBERHART AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,3,Woodlawn,2022
141394,12683662,JF223519,04/28/2022 07:00:00 PM,067XX S EVANS AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,3,Woodlawn,2022
141402,12633503,JF163442,03/03/2022 10:20:00 AM,047XX S KEDZIE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,GROCERY FOOD STORE,False,True,8,Brighton Park,2022
141413,12657570,JF192079,03/31/2022 01:10:00 AM,044XX N PULASKI RD,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,17,Albany Park,2022
141492,12657375,JF191865,03/30/2022 06:30:00 PM,003XX W 94TH PL,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,6,Roseland,2022
141517,12823889,JF392075,09/11/2022 04:40:00 PM,017XX W 95TH ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,22,Beverly,2022
141531,12826779,JF395657,09/14/2022 12:20:00 PM,023XX E 75TH ST,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,3,South Shore,2022
141569,12634175,JF164257,03/05/2022 12:59:00 PM,043XX S ASHLAND AVE,OTHER OFFENSE,VIOLENT OFFENDER - DUTY TO REGISTER,STREET,True,False,9,New City,2022
141579,12798981,JF362556,08/01/2022 01:00:00 AM,016XX W 44TH ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE - GARAGE,False,True,9,New City,2022
141586,12749368,JF303305,07/03/2022 12:54:00 AM,038XX N WHIPPLE ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,17,Irving Park,2022
141591,12687585,JF228188,05/01/2022 07:10:00 PM,105XX S EDBROOKE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,5,Roseland,2022
141599,12672419,JF210087,04/16/2022 03:00:00 PM,053XX S MARYLAND AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,2,Hyde Park,2022
141623,12812598,JF378571,09/01/2022 08:30:00 AM,051XX N KIMBALL AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,17,North Park,2022
141627,12771205,JF329978,07/24/2022 05:36:00 PM,050XX W AUGUSTA BLVD,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,15,Austin,2022
141644,12662222,JF197696,03/28/2022 07:00:00 AM,080XX S FAIRFIELD AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,8,Ashburn,2022
141677,12676892,JF215286,04/21/2022 07:55:00 PM,040XX N KEDZIE AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,17,Irving Park,2022
141687,12684226,JF224028,04/29/2022 12:00:00 AM,088XX S EAST END AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,4,Calumet Heights,2022
141702,12632420,JF161981,02/28/2022 11:31:00 AM,028XX N KILDARE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,25,Hermosa,2022
141704,12779880,JF340130,08/01/2022 11:34:00 AM,104XX S CENTRAL PARK AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,22,Mount Greenwood,2022
141713,12649382,JF182479,03/22/2022 10:30:00 AM,065XX S WOLCOTT AVE,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,False,True,7,West Englewood,2022
141727,12836026,JF406748,09/22/2022 04:49:00 PM,086XX S UNIVERSITY AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,4,Avalon Park,2022
141754,12640340,JF171578,03/12/2022 09:00:00 AM,076XX S ESSEX AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,4,South Shore,2022
141790,12787763,JF349373,08/08/2022 12:30:00 AM,033XX S MAY ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,9,Bridgeport,2022
141791,12663860,JF199709,04/05/2022 03:29:00 PM,051XX S BLACKSTONE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,2,Hyde Park,2022
141807,12732557,JF281877,06/15/2022 05:52:00 AM,016XX N MELVINA AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,25,Austin,2022
141825,12725198,JF273952,06/09/2022 11:01:00 PM,015XX W 71ST ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,7,West Englewood,2022
141835,12642000,JF173626,03/14/2022 12:00:00 PM,003XX E 38TH ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2,Douglas,2022
141845,12780076,JF340487,08/01/2022 12:00:00 AM,036XX W FILLMORE ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,OTHER (SPECIFY),False,False,11,North Lawndale,2022
141860,12742124,JF290887,06/11/2022 12:00:00 AM,024XX W HOWARD ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,24,West Ridge,2022
141869,12675896,JF214029,04/20/2022 04:45:00 PM,048XX S ARCHER AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,8,Archer Heights,2022
141870,12672545,JF210123,04/16/2022 07:11:00 PM,032XX N NEENAH AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,16,Dunning,2022
141874,12700057,JF243630,05/15/2022 08:10:00 PM,071XX S RIDGEWAY AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,False,True,8,West Lawn,2022
141904,12664251,JF199147,04/06/2022 12:13:00 PM,074XX S VINCENNES AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,7,Greater Grand Crossing,2022
141915,12835826,JF406195,09/22/2022 10:00:00 AM,055XX S WHIPPLE ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,8,Gage Park,2022
141928,12666794,JF203289,04/10/2022 06:25:00 AM,037XX W GEORGE ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,False,True,25,Avondale,2022
141930,12656844,JF191111,03/29/2022 09:00:00 PM,007XX W 48TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,9,New City,2022
141935,12676119,JF214254,04/20/2022 12:00:00 AM,005XX W WINNECONNA PKWY,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,STREET,False,True,6,Greater Grand Crossing,2022
141955,12686621,JF227008,05/01/2022 11:20:00 PM,011XX N PULASKI RD,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,False,True,11,Humboldt Park,2022
141957,12710413,JF255990,05/26/2022 07:50:00 AM,023XX N LECLAIRE AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,25,Belmont Cragin,2022
141979,12833323,JF402824,08/01/2022 12:00:00 AM,049XX W DIVERSEY AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,25,Belmont Cragin,2022
141998,12771379,JF328881,07/23/2022 06:50:00 PM,033XX W FILLMORE ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,POLICE FACILITY / VEHICLE PARKING LOT,False,False,11,North Lawndale,2022
142020,12687774,JF228442,04/25/2022 10:56:00 AM,035XX W CORTLAND ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,14,Logan Square,2022
142027,12833555,JF404075,09/18/2022 05:00:00 PM,081XX S INGLESIDE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,6,Chatham,2022
142038,12789704,JF351793,08/10/2022 02:54:00 PM,080XX S INGLESIDE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,6,Chatham,2022
142040,12758391,JF314131,07/11/2022 11:40:00 PM,014XX W 48TH ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,9,New City,2022
142045,12787460,JF348910,08/08/2022 08:45:00 AM,011XX S SACRAMENTO BLVD,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,11,North Lawndale,2022
142049,12675043,JF212838,04/19/2022 02:00:00 PM,013XX W 90TH ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,False,True,22,Washington Heights,2022
142056,12660315,JF195465,04/03/2022 06:00:00 AM,059XX S ADA ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,7,West Englewood,2022
142062,12832271,JF402396,06/05/2022 09:00:00 AM,013XX W LOYOLA AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,24,Rogers Park,2022
142063,12691180,JF232755,05/06/2022 02:08:00 PM,066XX S STATE ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,False,3,Greater Grand Crossing,2022
142072,12720190,JF267952,06/04/2022 09:46:00 PM,022XX W MADISON ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,True,True,12,Near West Side,2022
142103,12714723,JF261367,05/10/2022 10:00:00 AM,061XX S WOODLAWN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,3,Woodlawn,2022
142136,12723005,JF271377,06/07/2022 08:53:00 PM,020XX W FARWELL AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,VEHICLE NON-COMMERCIAL,False,False,24,West Ridge,2022
142150,12635887,JF166438,03/06/2022 12:00:00 PM,002XX W 22ND PL,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,9,Armour Square,2022
142170,12721824,JF270064,06/06/2022 05:30:00 PM,061XX S SANGAMON ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,7,Englewood,2022
142205,12641493,JF173019,03/07/2022 06:38:00 PM,080XX S ELLIS AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,6,Chatham,2022
142210,12741294,JF293504,06/25/2022 12:05:00 PM,038XX W MAYPOLE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,11,West Garfield Park,2022
142222,12818125,JF378814,08/26/2022 06:30:00 AM,002XX N WESTERN AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,12,Near West Side,2022
142240,12634951,JF165111,03/06/2022 11:00:00 AM,044XX W DAKIN ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,17,Irving Park,2022
142242,12663185,JF198870,04/05/2022 03:30:00 PM,027XX W 111TH ST,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,22,Morgan Park,2022
142250,12665796,JF202041,04/08/2022 11:34:00 PM,019XX N KEDZIE AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,14,Logan Square,2022
142252,12829353,JF398839,09/09/2022 07:41:00 PM,027XX S STATE ST,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,1,Douglas,2022
142265,12823085,JF391046,09/10/2022 06:04:00 PM,081XX S HERMITAGE AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,6,Auburn Gresham,2022
142274,12782029,JF342600,07/01/2022 12:01:00 AM,069XX N GREENVIEW AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,24,Rogers Park,2022
142295,12730622,JF280617,06/15/2022 10:00:00 AM,041XX N SHERIDAN RD,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,19,Uptown,2022
142300,12769885,JF328230,07/23/2022 08:20:00 AM,039XX W VAN BUREN ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,11,West Garfield Park,2022
142321,12756635,JF312185,07/10/2022 01:30:00 AM,061XX S WOODLAWN AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,3,Woodlawn,2022
142322,12718521,JF265945,05/29/2022 09:00:00 AM,018XX S CALUMET AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,1,Near South Side,2022
142347,12790760,JF352839,08/11/2022 12:30:00 PM,119XX S HALSTED ST,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,SIDEWALK,False,False,5,West Pullman,2022
142350,12746509,JF299692,06/30/2022 09:53:00 AM,116XX S LOOMIS ST,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,RESIDENCE,False,True,5,West Pullman,2022
142353,12827484,JF396262,09/13/2022 11:57:00 AM,015XX E 76TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,4,South Shore,2022
142367,12688340,JF228928,05/02/2022 05:10:00 PM,013XX W WASHBURNE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,12,Near West Side,2022
142385,12776737,JF336400,07/29/2022 03:57:00 PM,048XX W IRVING PARK RD,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE NON-COMMERCIAL,True,False,16,Portage Park,2022
142409,12805432,JF370235,08/19/2022 06:30:00 PM,058XX S WINCHESTER AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,7,West Englewood,2022
142422,12739773,JF291625,06/23/2022 06:40:00 PM,105XX S HOMAN AVE,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,RESIDENCE,False,True,22,Mount Greenwood,2022
142435,12774446,JF332397,07/26/2022 02:55:00 PM,074XX N OCONTO AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,16,Edison Park,2022
142439,12767009,JF324761,07/20/2022 01:18:00 PM,054XX S UNION AVE,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,9,New City,2022
142458,12642337,JF174024,03/14/2022 07:20:00 PM,021XX E 98TH PL,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,4,South Deering,2022
142466,12678974,JF132064,02/02/2022 02:00:00 PM,023XX N COMMONWEALTH AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,18,Lincoln Park,2022
142499,12733057,JF283528,06/16/2022 09:00:00 PM,048XX W CONGRESS PKWY,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,SMALL RETAIL STORE,False,True,15,Austin,2022
142517,12736449,JF287664,06/20/2022 05:17:00 PM,008XX N LAWNDALE AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,11,Humboldt Park,2022
142521,12827392,JF396230,09/14/2022 06:00:00 PM,014XX W 47TH ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK,False,False,9,New City,2022
142524,12663358,JF199161,04/06/2022 10:07:00 AM,076XX S MAY ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER (SPECIFY),False,True,6,Auburn Gresham,2022
142545,12642202,JF173545,03/02/2022 04:00:00 PM,061XX S RUTHERFORD AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,8,Clearing,2022
142547,12711922,JF257977,05/27/2022 09:00:00 AM,042XX N CLARENDON AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SCHOOL - PUBLIC GROUNDS,False,True,19,Uptown,2022
142548,12836134,JF405012,09/21/2022 12:00:00 PM,064XX N FRANCISCO AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,VEHICLE - DELIVERY TRUCK,False,False,24,West Ridge,2022
142564,12746835,JF300281,06/30/2022 04:33:00 PM,050XX S THROOP ST,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,9,New City,2022
142589,12772425,JF331091,07/25/2022 09:36:00 AM,048XX W CONGRESS PKWY,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,15,Austin,2022
142590,12667117,JF203777,04/01/2022 05:00:00 PM,049XX S MICHIGAN AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2,Grand Boulevard,2022
142604,12639512,JF170676,03/10/2022 05:00:00 PM,061XX S CALIFORNIA AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,8,Chicago Lawn,2022
142635,12770882,JF329514,07/23/2022 03:00:00 PM,080XX S KIMBARK AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,4,Avalon Park,2022
142645,12755691,JF310945,03/02/2022 10:00:00 AM,074XX S ST LAWRENCE AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,True,3,Greater Grand Crossing,2022
142651,12706006,JF250915,05/14/2022 07:10:00 PM,059XX N SHERIDAN RD,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,20,Edgewater,2022
142661,12756609,JF312146,07/10/2022 03:21:00 AM,030XX W DIVERSEY AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,14,Logan Square,2022
142685,12738733,JF290309,06/15/2022 05:45:00 PM,086XX S ROCKWELL ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,8,Ashburn,2022
142690,12641718,JF173233,03/12/2022 06:25:00 PM,010XX W MONTROSE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,19,Uptown,2022
142714,12724142,JF272727,06/08/2022 09:56:00 PM,016XX N ST LOUIS AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,14,Humboldt Park,2022
142725,12735199,JF284944,06/18/2022 02:35:00 PM,080XX S SAGINAW AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,4,South Chicago,2022
142734,12671428,JF208668,04/15/2022 11:13:00 AM,012XX N KARLOV AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,25,Humboldt Park,2022
142740,12815920,JF382695,09/04/2022 10:30:00 AM,042XX S INDIANA AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,2,Grand Boulevard,2022
142743,12734499,JF285261,06/18/2022 04:23:00 PM,078XX S KINGSTON AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,4,South Shore,2022
142755,12797188,JF360548,08/17/2022 05:15:00 PM,061XX S COTTAGE GROVE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,3,Woodlawn,2022
142759,12712708,JF258956,05/18/2022 03:00:00 PM,064XX S DR MARTIN LUTHER KING JR DR,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,3,Greater Grand Crossing,2022
142834,12649289,JF182325,03/22/2022 07:22:00 AM,018XX N WHIPPLE ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,14,Logan Square,2022
142895,12734996,JF285849,06/19/2022 12:52:00 PM,053XX W NORTH AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,True,True,25,Austin,2022
142896,12657248,JF191442,03/30/2022 02:00:00 AM,054XX S HARPER AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,2,Hyde Park,2022
142909,12665912,JF202158,04/09/2022 01:05:00 AM,026XX W 25TH ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,10,South Lawndale,2022
142925,12704355,JF248810,05/20/2022 01:21:00 AM,096XX S AVENUE L,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,4,East Side,2022
142934,12769440,JF327413,07/15/2022 02:48:00 PM,064XX S VERNON AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,3,Woodlawn,2022
142935,12799100,JF362713,08/19/2022 03:06:00 PM,038XX W HIRSCH ST,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,SIDEWALK,True,False,25,Humboldt Park,2022
142938,12807933,JF373079,08/27/2022 11:34:00 PM,013XX W 71ST ST,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,False,True,7,West Englewood,2022
142943,12737867,JF288450,05/24/2022 08:51:00 PM,028XX N AUSTIN AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,25,Belmont Cragin,2022
142949,12770044,JF328453,07/23/2022 11:30:00 AM,0000X E ONTARIO ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,HOTEL / MOTEL,False,True,18,Near North Side,2022
142957,12759590,JF315724,07/13/2022 06:00:00 AM,076XX S COLFAX AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,4,South Shore,2022
142962,12806618,JF371396,08/23/2022 01:30:00 PM,051XX S INDIANA AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2,Washington Park,2022
142965,12659308,JF194148,04/01/2022 07:30:00 PM,083XX S LANGLEY AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,6,Chatham,2022
142969,12754607,JF309642,07/07/2022 11:00:00 PM,036XX N LAMON AVE,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,True,True,16,Portage Park,2022
143008,12673219,JF210690,04/17/2022 08:00:00 AM,078XX S COLFAX AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,4,South Shore,2022
143012,12804134,JF368753,08/17/2022 12:00:00 AM,036XX N BERNARD ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,17,Irving Park,2022
143025,12814290,JF380823,09/02/2022 02:06:00 PM,015XX S SPRINGFIELD AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,10,North Lawndale,2022
143041,12708707,JF253875,05/19/2022 07:21:00 PM,0000X W MONROE ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,False,False,1,Loop,2022
143044,12702412,JF246513,03/01/2022 09:00:00 AM,0000X W 114TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,5,Roseland,2022
143045,12761200,JF317735,07/14/2022 04:45:00 PM,048XX N MERRIMAC AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,16,Jefferson Park,2022
143052,12663234,JF198907,04/05/2022 04:45:00 PM,003XX N AVERS AVE,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,False,False,11,West Garfield Park,2022
143070,12776551,JF336000,07/29/2022 10:53:00 AM,018XX N MONITOR AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,25,Austin,2022
143083,12702566,JF246404,05/18/2022 05:30:00 AM,067XX S STATE ST,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,False,True,3,Greater Grand Crossing,2022
143104,12719021,JF266716,06/03/2022 04:15:00 PM,0000X N WACKER DR,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,1,Loop,2022
143105,12769697,JF328017,07/22/2022 11:45:00 PM,010XX S KILDARE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,11,North Lawndale,2022
143144,12830450,JF400111,09/17/2022 07:44:00 PM,080XX S LANGLEY AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,6,Chatham,2022
143164,12824080,JF392106,09/11/2022 04:00:00 PM,048XX S HERMITAGE AVE,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,False,False,9,New City,2022
143195,12731130,JF281285,06/15/2022 10:00:00 AM,061XX S ARCHER AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,8,Garfield Ridge,2022
143246,12758558,JF314444,07/12/2022 08:34:00 AM,073XX N RIDGE BLVD,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,24,Rogers Park,2022
143254,12750560,JF304712,07/03/2022 11:55:00 PM,130XX S MANISTEE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,4,Hegewisch,2022
143282,12638504,JF169302,03/10/2022 12:14:00 PM,025XX E 79TH ST,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,4,South Shore,2022
143298,12665308,JF201407,04/02/2022 11:18:00 AM,100XX S OAKLEY AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,22,Beverly,2022
143335,12671320,JF208638,04/13/2022 07:00:00 PM,040XX S INDIANA AVE,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,False,True,2,Grand Boulevard,2022
143347,12683149,JF222810,04/27/2022 11:27:00 AM,064XX W NORTH AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,25,Austin,2022
143353,12701969,JF246206,05/17/2022 10:00:00 PM,060XX W BELLE PLAINE AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,16,Portage Park,2022
143366,12699179,JF242685,05/14/2022 11:45:00 PM,019XX N AUSTIN AVE,OTHER OFFENSE,LICENSE VIOLATION,COMMERCIAL / BUSINESS OFFICE,False,False,25,Austin,2022
143387,12789069,JF350839,08/07/2022 10:00:00 PM,039XX N SAWYER AVE,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,False,False,17,Irving Park,2022
143388,12705998,JF250844,05/21/2022 05:40:00 PM,024XX W 64TH ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,8,Chicago Lawn,2022
